mushroom_id,mushroom_name_ko,mushroom_name_en,mushroom_scientific_name,title,content,embedding
1,느타리버섯,Oyster mushroom,Pleurotus ostreatus,느타리버섯 수확 후 균상 정리,느타리버섯을 수확한 후에는 균상에 남아 있는 버섯 잔재물을 깨끗하게 제거하여 다음 생육과 위생 관리에 지장이 없도록 정리해야 한다.,
1,느타리버섯,Oyster mushroom,Pleurotus ostreatus,느타리버섯 폐상 및 소독 관련 자료,원문에는 폐상 시 재배사를 밀폐하고 퇴비 온도를 60℃ 이상으로 4시간 이상 유지한 후 포르말린을 이용하여 훈증 소독하는 방법이 제시되어 있다. 해당 내용은 유해 화학물질 사용과 작업자 안전에 관련된 정보이므로 최신 안전기준과 관계기관 지침을 확인하기 전에는 사용자에게 작업 방법으로 제공하지 않는다.,
2,새송이버섯(큰느타리버섯)   ,King oyster mushroom,Pleurotus eryngii,새송이버섯의 원산지와 분포,"새송이버섯의 원산지는 남유럽 일대로 알려져 있으며 북아프리카, 중앙아시아, 남러시아 등에도 분포한다.",
2,새송이버섯(큰느타리버섯)   ,King oyster mushroom,Pleurotus eryngii,새송이버섯의 생태적 특징,"새송이버섯은 떡갈나무와 벚나무의 그루터기 등에서 자생하는 사물기생균이다. 일부 당근류 식물의 조직에서도 생장할 수 있는 조건기생균으로 보고되어 있으며, 일부 초본식물의 뿌리에 질병을 유발하는 병원균으로도 보고된 바 있다.",
2,새송이버섯(큰느타리버섯)   ,King oyster mushroom,Pleurotus eryngii,새송이버섯의 분류학적 특징,새송이버섯은 주름버섯목 느타리버섯과에 속하며 백색 목재부후균의 일종이다.,
2,새송이버섯(큰느타리버섯)   ,King oyster mushroom,Pleurotus eryngii,새송이버섯의 명칭과 유래,새송이버섯은 우리나라에서 큰느타리버섯 또는 왕느타리버섯으로 알려져 왔다. 경상남도농업기술원 버섯연구실에서는 소비자의 인식과 버섯의 고유한 맛 등을 고려하여 가칭 '진미버섯'으로 명명한 후 최종적으로 '새송이버섯'이라는 이름을 사용하였다.,
2,새송이버섯(큰느타리버섯)   ,King oyster mushroom,Pleurotus eryngii,새송이버섯의 영양성분,"제공된 원문에 따르면 생 새송이버섯은 수분 88.3%, 단백질 2.0%, 지질 0.3%, 당질 6.7%, 섬유 1.8%, 회분 0.9%로 구성되어 있다. 철 1.3mg%, 칼륨 410mg%, 비타민 B1 0.05mg%, 비타민 B2 0.5mg%, 비타민 C 5mg%가 포함된 것으로 제시되어 있다. 단위와 수치는 원출처를 통해 다시 확인해야 한다.",
2,새송이버섯(큰느타리버섯)   ,King oyster mushroom,Pleurotus eryngii,새송이버섯 추출물의 기능성 실험 자료,"원문에는 새송이버섯 추출물을 이용한 마우스 및 세포실험에서 비장세포 증식과 암세포 성장 억제 효과가 관찰되었다는 내용이 제시되어 있다. 동물실험과 세포실험 결과를 사람에 대한 의학적 효능으로 해석해서는 안 되며, 연구 논문과 실험조건을 확인하기 전에는 건강 효능으로 안내하지 않는다.",
2,새송이버섯(큰느타리버섯)   ,King oyster mushroom,Pleurotus eryngii,새송이버섯의 식재료 특징,"새송이버섯은 맛과 향이 좋고 다양한 요리에 사용할 수 있다. 뜨거운 물에 데치거나 육류와 함께 조리할 수 있으며, 떡국 재료처럼 썰어 조리하면 특유의 육질과 식감을 느낄 수 있다.",
2,새송이버섯(큰느타리버섯)   ,King oyster mushroom,Pleurotus eryngii,새송이버섯 병재배 시설의 특징,"큰느타리버섯의 병재배 시설에는 배지 제조와 온도, 습도, 환기, 광 등의 환경조건을 인위적으로 조절할 수 있는 설비가 필요하다. 버섯의 발생 및 생육상태에 따라 환경을 조절할 수 있도록 센서와 제어장비를 갖추고, 연중 재배를 위해 단열이 잘된 밀폐형 재배사를 구성하는 것이 적합하다.",
2,새송이버섯(큰느타리버섯)   ,King oyster mushroom,Pleurotus eryngii,새송이버섯의 오염 취약성과 위생관리,큰느타리버섯 균사는 일반 느타리버섯에 비해 활력이 약한 편이므로 재배 과정에서 오염 관리가 중요하다. 일반 하우스형 재배사에서 재배하면 공기 중의 여러 오염균으로 인해 오염률이 높아질 수 있다. 병재배 과정에서도 배지와 종균을 위생적으로 취급하고 오염원이 유입되지 않도록 관리해야 한다.,
2,새송이버섯(큰느타리버섯)   ,King oyster mushroom,Pleurotus eryngii,새송이버섯 배지의 주재료와 첨가제,큰느타리버섯 배지는 미송톱밥이나 참나무톱밥을 주재료로 사용하고 미강이나 밀기울을 첨가하여 제조한다. 제공된 원문에서는 첨가제를 주재료에 따라 25~30% 혼합한 후 약 30분 동안 충분히 혼합하여 배지 재료가 균일해지도록 하는 방법을 제시한다.,
2,새송이버섯(큰느타리버섯)   ,King oyster mushroom,Pleurotus eryngii,새송이버섯 배지의 혼합비율 관리,배지의 주재료와 첨가제는 부피비를 기준으로 혼합한다. 첨가제의 혼합비율이 적절하지 않으면 탄소원과 질소원의 비율이 달라져 균의 활력이 떨어지거나 균사 생육이 지연될 수 있다. 이러한 문제는 오염 가능성과 수확량에 영향을 줄 수 있으므로 재료별 혼합비율을 세심하게 관리해야 한다.,
2,새송이버섯(큰느타리버섯)   ,King oyster mushroom,Pleurotus eryngii,새송이버섯 배지 첨가제의 보관과 품질관리,배지 첨가제는 가능한 한 신선한 재료를 사용하고 습기가 적은 건조한 장소에 보관하며 장기 보관은 피하는 것이 좋다. 미강처럼 지방 함량이 높은 재료는 보관상태가 좋지 않으면 산패하거나 변질될 수 있다. 재료에 수분이 유입되거나 푸른곰팡이가 발생하면 버섯의 수확량이 감소할 수 있으므로 사용 전에 상태를 확인해야 한다.,
2,새송이버섯(큰느타리버섯)   ,King oyster mushroom,Pleurotus eryngii,새송이버섯 배지의 수분관리,큰느타리버섯 배지는 깨끗한 지하수나 수돗물을 사용하여 수분을 조절한다. 제공된 원문에서는 배지 수분함량을 62~63%로 제시한다. 배지 재료가 균일하게 혼합된 상태에서 수분을 적정 범위로 관리해야 버섯 균사가 정상적으로 배지에 활착할 수 있다.,
2,새송이버섯(큰느타리버섯)   ,King oyster mushroom,Pleurotus eryngii,새송이버섯 톱밥배지의 입병관리,"큰느타리버섯 톱밥 병재배에서는 자동 입병기를 이용해 내열성 폴리프로필렌병에 배지를 담는다. 제공된 원문에서는 850mL 병에 수분을 포함한 톱밥배지를 병당 약 580~590g 입병하는 조건을 제시한다. 입병량이 너무 적으면 균사가 빨리 자랄 수 있고, 너무 많으면 균사 생육이 지연될 수 있으므로 입병기의 진동판과 투입량을 점검해야 한다.",
2,새송이버섯(큰느타리버섯)   ,King oyster mushroom,Pleurotus eryngii,새송이버섯 배지의 살균관리,"입병이 끝난 톱밥배지는 고압살균기 또는 상압살균기를 사용하여 살균하고 오염균의 발생을 예방한다. 제공된 원문에서는 고압살균 조건을 121℃에서 60~90분, 상압살균 시간을 4~6시간으로 제시한다. 필요한 살균시간은 살균기의 용량과 설비조건에 따라 달라질 수 있으므로 실제 작업에서는 장비 제조사의 운용 지침과 작업장 안전기준을 따라야 한다.",
2,새송이버섯(큰느타리버섯)   ,King oyster mushroom,Pleurotus eryngii,새송이버섯 증기 살균기의 배기와 운전 관련 자료,"원문에는 증기 살균기 내부의 찬 공기가 충분히 배출되지 않으면 공기주머니가 형성되어 배지가 부분적으로 살균되지 않을 수 있다고 설명되어 있다. 또한 압력과 밸브 조작 순서를 포함한 상세 운전방법이 제시되어 있으나, 고온·고압 설비의 구체적인 조작법은 장비마다 다르고 안전사고 위험이 있으므로 제조사 매뉴얼과 전문가의 안전관리 없이 그대로 적용해서는 안 된다.",
3,팽이버섯,Enoki mushroom,Flammulina velutipes,팽이버섯의 명칭,팽이버섯의 정식 명칭은 팽나무버섯이며 일반적으로 팽이버섯이라고 부른다.,
3,팽이버섯,Enoki mushroom,Flammulina velutipes,자연 상태 팽이버섯의 갓 특징,자연 상태에서 자라는 팽이버섯의 갓은 지름이 약 15~65mm이다. 초기에는 반구형 또는 종 모양의 반구형이지만 성장하면서 편평해진다. 갓 표면에는 점성이 있고 황갈색 또는 등황갈색을 띠며 가장자리는 비교적 옅은 색이다. 갓 표피는 잘 벗겨지는 편이다.,
3,팽이버섯,Enoki mushroom,Flammulina velutipes,자연 상태 팽이버섯의 조직과 주름살,팽이버섯의 조직은 두껍고 백색 또는 옅은 황백색이며 육질이 부드럽다. 맛이 부드럽고 짙은 버섯 향이 난다. 주름살은 대에 완전히 붙거나 홈이 있는 형태이고 비교적 빽빽하다. 초기에는 백색을 띠지만 성장하면서 옅은 황색 또는 옅은 등황색으로 변한다.,
3,팽이버섯,Enoki mushroom,Flammulina velutipes,자연 상태 팽이버섯의 대 특징,"자연 상태 팽이버섯의 대는 길이 약 20~78mm, 굵기 약 2~8mm의 원통형이다. 위아래 굵기가 비슷하거나 기부가 더 굵으며 드물게 상부가 넓은 형태도 나타난다. 표면에는 융단 모양의 털이 있고 기부에는 섬유상 털이 있다. 기부는 흑갈색 또는 갈흑색을 띠며 상부는 황색을 띤다. 내부는 처음에는 차 있지만 성장하면서 점차 비게 된다.",
3,팽이버섯,Enoki mushroom,Flammulina velutipes,인공재배 팽이버섯의 형태,"인공재배된 팽이버섯은 자연 상태의 팽이버섯과 달리 갓이 작고 대가 길며 전체적으로 흰색을 띠는 콩나물과 비슷한 형태로 자란다. 이러한 형태와 맛, 색깔로 인해 식용 버섯으로 널리 이용된다.",
3,팽이버섯,Enoki mushroom,Flammulina velutipes,팽이버섯의 품질 특징,제공된 원문에서는 갓이 희고 중심부가 담갈색이며 살이 두꺼운 팽이버섯을 좋은 품질의 특징으로 설명한다. 실제 품질 판단기준은 생산 및 유통 관련 공식 규격을 함께 확인해야 한다.,
3,팽이버섯,Enoki mushroom,Flammulina velutipes,팽이버섯의 일반적인 영양 특징,팽이버섯에는 아미노산과 비타민 등의 영양성분이 포함되어 있으며 비타민 B군도 함유되어 있다. 구체적인 성분 종류와 함량은 품종과 재배조건 및 분석기준에 따라 달라질 수 있으므로 공인된 식품영양성분 자료를 통해 확인해야 한다.,
3,팽이버섯,Enoki mushroom,Flammulina velutipes,팽이버섯의 건강 효능 관련 자료,"원문에는 팽이버섯이 항암, 항바이러스, 콜레스테롤 저하, 고혈압 방지, 피부미용, 노화 방지, 동맥경화 예방, 면역력 증진 및 치매 예방 등에 효과가 있다는 내용이 포함되어 있다. 또한 암환자에게 좋은 음식이라는 주장도 제시되어 있다. 이러한 내용은 의료 및 건강 관련 주장에 해당하므로 공신력 있는 연구와 최신 자료를 확인하기 전에는 사용자에게 확정적인 효능으로 안내하지 않는다.",
3,팽이버섯,Enoki mushroom,Flammulina velutipes,팽이버섯 균사 배양 단계의 온도관리,제공된 원문에 따르면 팽이버섯의 균사생육 가능 온도 범위는 약 4~35℃이고 배양실의 적정온도는 20~25℃이다. 균사배양 중에는 균의 호흡으로 인해 배양실 내부 온도가 약 2~6℃ 상승할 수 있으므로 배양량과 내부 온도변화를 고려하여 설정온도를 조절해야 한다.,
3,팽이버섯,Enoki mushroom,Flammulina velutipes,팽이버섯 발이 단계의 온도관리,제공된 원문에서는 팽이버섯 발이실의 적정온도를 12~15℃로 제시한다. 발이 온도가 적정 범위보다 높거나 낮으면 발이기간이 길어지고 대가 짧아지거나 갓이 커져 정상적인 품질 형성에 영향을 줄 수 있다.,
3,팽이버섯,Enoki mushroom,Flammulina velutipes,팽이버섯 억제 단계의 온도관리,제공된 원문에서는 팽이버섯 억제실의 적정온도를 4~5℃로 제시한다. 억제 단계는 발이실에서 불규칙하게 형성된 버섯이 병 입구 전체에서 균일하게 생육하도록 유도하는 과정이다.,
3,팽이버섯,Enoki mushroom,Flammulina velutipes,팽이버섯 생육 단계의 온도관리,"제공된 원문에서는 팽이버섯 생육실의 적정온도를 7~8℃로 제시한다. 적절한 생육조건에서는 대의 길이가 약 11~12cm, 갓의 지름이 약 1cm인 형태로 생육한다고 설명한다.",
3,팽이버섯,Enoki mushroom,Flammulina velutipes,팽이버섯 재배 단계별 습도관리,"제공된 원문에서는 균사 배양실의 적정 상대습도를 65~70%, 발이실은 90~95%, 억제실은 80~85%, 생육실은 70~75%로 제시한다. 팽이버섯은 재배 단계마다 필요한 습도 범위가 다르므로 현재 생육단계를 기준으로 습도를 관리해야 한다.",
3,팽이버섯,Enoki mushroom,Flammulina velutipes,팽이버섯 배지의 산도관리,제공된 원문에서는 팽이버섯 배지의 적정 산도를 pH 6.0으로 제시한다. 배지 산도가 적정 수준보다 지나치게 낮거나 높으면 균사 배양기간이 길어지거나 균사 생육이 정지할 수 있다고 설명한다.,
3,팽이버섯,Enoki mushroom,Flammulina velutipes,팽이버섯 재배 단계별 이산화탄소 관리,"제공된 원문에서는 팽이버섯 배양실의 적정 이산화탄소 농도를 3000~4000ppm, 발이실과 억제실은 1000~1500ppm, 생육실은 2500~3000ppm으로 제시한다. 재배 단계에 따라 적정 이산화탄소 농도가 다르므로 각 공간의 생육단계에 맞춰 환기와 이산화탄소 농도를 관리해야 한다.",
3,팽이버섯,Enoki mushroom,Flammulina velutipes,팽이버섯 억제 및 생육 단계의 광 관리,제공된 원문에서는 팽이버섯 자실체 생육 시 100~500Lux의 산광이 필요하다고 설명한다. 장시간 직사광선에 노출되지 않도록 주의해야 한다. 억제 단계에서는 백색 형광등을 이용하며 하루 총 조사시간을 나누어 간헐적으로 빛을 공급하는 방식을 제시하고 있다.,
4,양송이버섯,Button mushroom,Agaricus bisporus,양송이버섯 갓의 형태와 색상,양송이버섯의 갓은 지름이 약 5~12cm이며 처음에는 반구형이지만 성장하면서 점차 편평해진다. 갓 표면은 회갈색 또는 백색이며 일반적으로 매끄럽지만 비늘 조각이 나타나는 경우도 있다. 갓이 상처를 입으면 적갈색 얼룩이 생길 수 있다.,
4,양송이버섯,Button mushroom,Agaricus bisporus,양송이버섯의 조직과 주름살,양송이버섯의 조직은 백색이지만 상처가 나면 연한 홍색으로 변할 수 있다. 주름살은 대에 붙지 않는 떨어진형이고 조밀하게 형성된다. 주름살의 색은 처음에는 백색이지만 성장하면서 갈색으로 변한다.,
4,양송이버섯,Button mushroom,Agaricus bisporus,양송이버섯 대의 형태,"양송이버섯의 대는 길이 약 4~8cm, 굵기 약 1~3cm이다. 대의 내부는 차 있으며 표면은 백색이다. 대의 상부에는 백색의 턱받이가 형성된다.",
4,양송이버섯,Button mushroom,Agaricus bisporus,양송이버섯의 포자 특징,양송이버섯의 포자는 약 6.5~9×4.5~7μm 크기의 넓은 타원형이다. 제공된 원문에서는 담자기 하나에 2개의 포자가 형성된다고 설명한다.,
4,양송이버섯,Button mushroom,Agaricus bisporus,양송이버섯의 자연 발생 환경,양송이버섯은 여름부터 가을까지 풀밭이나 퇴비더미 위 또는 그 주변의 땅에서 여러 개가 무리를 이루거나 다발로 발생할 수 있다.,
4,양송이버섯,Button mushroom,Agaricus bisporus,양송이버섯의 일반적인 영양 특징,"양송이버섯에는 단백질, 탄수화물, 회분, 칼슘, 인, 철, 비타민 등의 영양성분이 포함되어 있다. 원문에서는 양송이버섯을 필수 아미노산을 함유한 저열량 식품으로 설명하고 있다. 구체적인 성분과 함량은 공인된 식품영양성분 자료를 통해 확인해야 한다.",
4,양송이버섯,Button mushroom,Agaricus bisporus,양송이버섯의 건강 효능 관련 자료,"원문에는 양송이버섯의 비타민 D, 엽산 등의 성분과 함께 고혈압, 당뇨, 빈혈, 동맥경화 예방 및 항암, 항바이러스, 콜레스테롤 저하 효과가 있다는 주장이 포함되어 있다. 이러한 내용은 의료 및 건강 관련 주장에 해당하므로 공신력 있는 연구와 최신 자료를 검증하기 전에는 확정적인 효능으로 안내하지 않는다.",
4,양송이버섯,Button mushroom,Agaricus bisporus,양송이버섯 종균의 퇴비 활착 과정,"퇴비에 접종한 양송이버섯 종균은 초기에는 종균 자체의 영양분을 이용해 생장한다. 접종 후 약 2~3일이 지나면 퇴비에 활착하여 종균과 퇴비의 영양분을 이용하기 시작하고, 약 5~7일 후부터 퇴비의 영양분을 흡수하며 빠르게 생장한다.",
4,양송이버섯,Button mushroom,Agaricus bisporus,양송이버섯 균사생장기의 오염관리,양송이버섯 종균이 퇴비에 활착하고 생장하는 기간에는 적절한 온도와 습도를 유지해야 한다. 병해충과 오염원이 재배사에 유입되지 않도록 퇴비와 재배시설의 위생상태를 지속적으로 관리해야 한다.,
4,양송이버섯,Button mushroom,Agaricus bisporus,양송이버섯 균상 온도관리,"양송이버섯 균상의 온도는 재배시기, 재배사 형태, 균상의 위치, 퇴비의 양과 상태에 따라 달라질 수 있다. 제공된 원문에서는 균사생장기의 퇴비 온도를 23~25℃로 유지하도록 제시한다.",
4,양송이버섯,Button mushroom,Agaricus bisporus,양송이버섯 퇴비의 수분관리,퇴비 수분함량은 양송이버섯의 균사생장과 수확량에 영향을 주는 중요한 요소이다. 제공된 원문에서는 균사생장에 적합한 퇴비 수분함량을 66~68%로 제시한다. 수분함량이 적정 범위보다 높거나 낮으면 균사생장이 저해되고 수확량이 감소할 수 있다.,
4,양송이버섯,Button mushroom,Agaricus bisporus,양송이버섯 균사생장기의 습도와 환기관리,제공된 원문에서는 양송이버섯 균사생장기의 재배사 내부 상대습도를 약 95%로 유지하도록 제시한다. 균사가 정상적으로 활착하고 생장하는 동안에는 많은 환기가 필요하지 않을 수 있다. 다만 퇴비가 지나치게 습하거나 강하게 다져진 경우에는 환기를 통해 퇴비의 과도한 수분을 줄이고 유해가스가 배출되도록 관리해야 한다.,
5,표고버섯,Shiitake mushroom,Lentinula edodes,표고버섯의 분포 지역,"표고버섯은 한국, 일본, 중국, 동남아시아, 호주, 뉴질랜드 등에 분포한다.",
5,표고버섯,Shiitake mushroom,Lentinula edodes,표고버섯의 자연 발생 환경,"표고버섯은 죽은 참나무류, 서어나무, 오리나무 등 다양한 활엽수에서 발생한다. 자연 상태에서는 주로 봄부터 가을까지 발생한다.",
5,표고버섯,Shiitake mushroom,Lentinula edodes,표고버섯의 재배방식,표고버섯의 재배방식은 재배하는 배지와 장소에 따라 크게 원목재배와 톱밥재배로 구분할 수 있다. 원목재배는 활엽수 원목을 이용하고 톱밥재배는 톱밥을 주재료로 제조한 배지를 이용한다.,
5,표고버섯,Shiitake mushroom,Lentinula edodes,표고버섯의 발생 온도형 구분,"표고버섯은 버섯이 발생하는 온도 특성에 따라 저온성, 중온성, 고온성으로 구분할 수 있다. 재배할 때에는 품종이 어느 온도형에 속하는지 확인하여 발생 시기와 환경을 관리해야 한다.",
5,표고버섯,Shiitake mushroom,Lentinula edodes,표고버섯의 품질 구분,"표고버섯의 품질은 기후조건의 영향을 크게 받는다. 갓 부분의 균열 정도와 색깔 등의 외관 특성에 따라 화고, 동고, 향고, 향신 및 등외 등으로 구분할 수 있다. 구체적인 등급 판정은 공식 선별기준을 확인해야 한다.",
5,표고버섯,Shiitake mushroom,Lentinula edodes,계절에 따른 표고버섯의 품질 특징,"일반적으로 추운 계절에 발생한 표고버섯에서는 화고와 동고가 많이 나타나고, 따뜻하고 습한 계절에는 향신이 많이 발생하는 것으로 설명된다. 실제 품질은 품종, 재배방식, 기온과 습도 등 여러 조건의 영향을 받는다.",
5,표고버섯,Shiitake mushroom,Lentinula edodes,표고버섯의 일반적인 영양성분,"표고버섯에는 단백질, 지질, 탄수화물, 회분, 칼슘, 인, 철, 나트륨, 칼륨, 비타민 B1과 비타민 B2 등의 영양성분이 포함되어 있다. 구체적인 영양성분 함량은 생표고와 건표고의 상태 및 분석기준에 따라 달라질 수 있으므로 공인된 식품영양성분 자료를 확인해야 한다.",
5,표고버섯,Shiitake mushroom,Lentinula edodes,표고버섯의 에르고스테롤과 비타민 D2,표고버섯에 포함된 에르고스테롤은 햇빛이나 자외선에 노출되면 비타민 D2로 전환될 수 있다. 전환되는 양은 노출조건과 가공 및 보관상태에 따라 달라질 수 있다.,
5,표고버섯,Shiitake mushroom,Lentinula edodes,표고버섯의 건강 효능 관련 자료,"원문에는 표고버섯이 빈혈과 구루병을 치료하거나 고혈압, 동맥경화, 비만, 당뇨병, 심장병 및 간장질환 등을 예방한다는 내용이 포함되어 있다. 또한 콜레스테롤 흡수 억제와 자율신경 안정 효과에 관한 주장도 제시되어 있다. 이러한 내용은 의료 및 건강 관련 주장에 해당하므로 공신력 있는 연구와 최신 자료를 검증하기 전에는 확정적인 효능으로 안내하지 않는다.",
5,표고버섯,Shiitake mushroom,Lentinula edodes,표고버섯의 렌티난 관련 자료,원문에는 표고버섯의 성분인 렌티난이 위암 치료제로 개발되어 의약품으로 이용된다는 내용이 포함되어 있다. 의약품의 허가 여부와 사용범위는 국가와 시기에 따라 다를 수 있고 일반 식품 섭취의 효과와도 구분해야 하므로 공식 의약품 자료를 확인하기 전에는 사용자에게 치료 효과로 안내하지 않는다.,
5,표고버섯,Shiitake mushroom,Lentinula edodes,본초강목에 기록된 표고버섯 관련 내용,제공된 원문에서는 본초강목에 표고버섯의 맛이 달고 성질이 온순하며 독이 없다는 내용이 기록되어 있다고 설명한다. 해당 내용은 전통 문헌의 기록이며 현대 의학적 효능을 의미하지 않는다. 정확한 원문과 번역을 확인한 후 역사적 참고정보로 사용해야 한다.,
5,표고버섯,Shiitake mushroom,Lentinula edodes,표고버섯의 혈중 지질 관련 성분 자료,원문에는 표고버섯에 혈중 지질을 낮추는 물질인 '레티신'이 포함되어 있다는 내용이 제시되어 있다. 성분 명칭과 작용에 대한 원출처 확인이 필요하므로 검증 전에는 임베딩 및 사용자 안내에 사용하지 않는다.,
